Pays,Genre,Age,Desabonnement,CreditScore,Ancienneté,Balance,NbrDeProduit,CarteDeCredit,MembreActif,SalaireEstimé
Germany,Female,28,1,745,1,111071,1,1,0,73276
France,Male,37,0,833,8,151226,2,1,1,136129
France,Male,26,0,622,9,0,2,1,1,153238
France,Female,42,0,597,4,64740,1,1,1,106841
Spain,Male,51,1,721,0,169312,1,1,0,109078
France,Female,49,1,504,7,0,3,0,1,87822
Spain,Female,44,0,842,2,112652,2,1,0,126645
France,Male,38,0,587,0,0,2,1,0,47414
Germany,Female,30,0,479,7,143964,2,1,0,41880
France,Male,49,0,508,7,122451,2,1,1,75808
France,Male,24,0,749,1,0,3,1,1,47911
Germany,Female,36,0,721,3,65253,2,1,0,28738
Germany,Male,47,1,674,6,106902,1,1,1,2079
Spain,Female,25,0,685,10,128510,1,1,0,121562
France,Male,34,0,417,7,0,2,1,0,55004
Germany,Male,33,0,574,3,129835,1,1,0,193131
Spain,Female,51,1,590,3,154963,3,0,1,191932
Germany,Male,40,0,587,5,138242,2,1,0,159418
Germany,Male,41,1,598,3,91537,1,1,0,191469
Spain,Male,53,0,741,3,0,2,1,1,38914
Spain,Female,70,0,850,5,0,1,1,1,705
Germany,Female,29,0,584,7,105204,1,0,1,138490
Spain,Male,61,0,650,1,152969,1,0,1,82971
Spain,Male,36,0,607,8,158262,1,1,1,76745
France,Female,46,1,509,1,0,1,1,0,71245
Spain,Female,38,0,689,6,121021,1,1,1,12182
France,Male,36,0,543,4,0,2,1,1,141210
Spain,Female,54,1,438,2,0,1,0,0,191763
Spain,Female,63,0,687,1,137716,1,1,1,37939
Germany,Male,31,0,737,5,121192,2,1,1,74891
France,Male,31,0,761,7,0,3,1,1,166698
France,Male,44,0,601,1,100486,2,1,1,62679
France,Male,45,1,651,1,0,1,1,0,67740
France,Male,35,0,745,9,92567,2,1,0,161520
Spain,Female,49,1,648,10,0,2,1,1,159836
Spain,Male,40,0,848,3,110930,1,1,1,30877
France,Female,27,0,546,8,0,2,1,1,14858
Spain,Female,32,0,439,3,138902,1,1,0,75686
France,Male,30,0,755,4,123218,2,0,1,144183
France,Female,41,0,593,6,0,1,1,0,65171
France,Male,39,0,701,2,0,2,1,1,82527
Spain,Male,36,0,701,8,0,2,1,0,169161
Spain,Female,33,1,607,2,108432,2,0,1,109291
Spain,Female,57,0,586,3,0,2,0,1,6058
Germany,Female,30,0,547,9,72392,1,1,0,77077
Germany,Female,51,1,647,1,119742,2,0,0,54955
France,Female,51,1,760,2,100947,1,0,0,179615
Spain,Male,53,1,621,9,170492,1,1,0,35588
France,Male,44,0,725,5,0,1,1,1,117356
France,Male,36,0,526,1,0,1,1,0,160697
Spain,Female,47,1,519,6,157296,2,0,0,147278
Germany,Female,38,1,713,7,144606,1,1,1,56594
France,Male,38,0,700,8,134811,1,1,0,1300
France,Female,34,0,666,9,115897,1,1,1,25095
Spain,Male,32,0,630,4,82034,1,0,0,146326
Spain,Female,26,0,779,4,174318,2,0,1,38296
Germany,Female,41,0,611,2,114207,1,1,0,164062
Spain,Male,43,0,685,9,0,2,1,0,107811
Germany,Male,39,0,646,9,111574,1,1,1,30839
Germany,Female,57,1,683,5,162449,1,0,0,9222
Germany,Female,34,0,484,4,148250,1,0,1,33738
France,Female,43,1,601,8,0,3,0,1,110916
Spain,Female,26,0,762,7,123709,2,1,1,169655
France,Female,72,0,687,9,0,1,0,1,69829
France,Male,30,1,566,5,0,1,1,0,54927
France,Male,37,0,702,10,150526,1,1,1,94728
France,Male,29,0,601,9,0,1,1,1,80393
France,Male,53,0,699,4,0,2,0,1,111308
France,Male,28,0,584,10,0,2,1,0,19834
France,Male,35,0,699,5,0,2,1,1,78397
Germany,Female,51,0,698,2,111019,1,1,0,86410
France,Male,30,0,495,10,129756,1,0,0,172750
France,Female,27,0,650,6,0,2,1,0,1002
France,Female,64,0,605,2,129556,1,1,1,13602
Spain,Male,38,0,667,1,87202,1,1,1,77867
Germany,Male,26,0,688,8,146133,1,1,1,175297
Spain,Female,31,1,727,0,0,1,1,0,121751
Spain,Male,39,0,754,6,170185,2,1,0,89593
Germany,Female,62,1,612,8,140745,1,1,0,193438
Spain,Male,42,0,546,7,139071,1,1,1,86945
Spain,Female,37,0,673,8,0,2,1,1,183319
France,Male,35,0,593,9,114193,1,1,0,71154
Spain,Female,40,0,656,10,167878,1,0,1,151887
Germany,Female,53,0,535,5,141617,2,1,1,75889
Germany,Male,36,0,678,3,145748,2,0,1,89567
Spain,Female,48,0,477,2,129121,1,0,1,26476
Spain,Male,35,0,850,7,110350,1,0,0,126356
France,Male,29,0,427,1,141326,1,1,1,93839
France,Male,49,0,752,2,78654,1,1,0,7699
France,Male,47,0,649,1,0,2,1,1,145594
Spain,Female,28,0,799,3,142254,1,1,0,45043
France,Female,61,1,589,1,0,1,1,0,61109
Germany,Female,54,1,583,6,115989,1,1,0,57554
Spain,Female,33,0,839,10,75592,1,1,0,62674
Germany,Male,44,0,540,3,164113,2,1,1,12121
France,Male,31,1,850,6,67996,2,0,0,50130
Spain,Female,51,0,696,5,0,2,1,0,55022
Spain,Female,33,0,660,1,0,2,0,0,117835
France,Male,48,0,682,1,138778,1,0,1,168840
France,Female,43,0,744,10,147832,1,0,1,24234
France,Female,36,0,785,4,135438,1,0,0,190627
Spain,Male,48,1,752,5,116060,1,1,0,156618
France,Female,29,0,706,5,112565,1,1,0,42334
France,Female,27,0,583,1,125407,1,1,1,110784
Germany,Female,39,1,660,5,135135,1,1,0,173683
France,Female,39,1,819,9,133103,1,1,0,27046
France,Female,34,1,673,8,42157,1,1,0,20599
France,Female,30,0,752,3,0,2,1,1,104991
France,Male,38,0,578,7,82259,1,1,0,8997
France,Female,36,0,438,4,0,2,1,0,64420
France,Male,38,0,652,6,0,2,1,1,145700
France,Female,49,0,629,4,0,2,1,1,196335
France,Male,52,0,720,7,0,1,1,1,14781
France,Male,42,0,668,3,150461,1,1,0,108139
Germany,Male,48,1,459,4,133995,1,1,1,19287
Spain,Male,31,0,729,8,164871,2,1,1,9567
Germany,Male,25,0,498,8,121703,1,1,1,132210
Spain,Male,25,0,549,6,193858,1,0,1,21600
Germany,Female,54,0,601,1,131040,2,1,1,199662
France,Male,64,0,544,9,113829,1,1,1,124341
France,Female,30,0,751,6,0,2,1,0,15766
Germany,Female,41,0,632,3,81877,1,1,1,33642
Spain,Male,57,0,694,8,116326,1,1,1,117705
France,Male,31,0,678,2,0,2,1,1,58803
France,Male,46,0,695,4,0,2,1,1,137537
France,Female,41,0,661,1,0,2,0,1,131301
France,Male,33,0,661,9,0,2,1,1,84175
France,Female,31,0,559,3,127071,1,0,1,160942
France,Male,29,0,503,3,0,2,1,1,143955
Spain,Male,46,0,695,3,122550,1,1,1,56298
France,Female,42,0,640,5,176099,1,1,1,8405
Germany,Female,48,0,624,3,122388,2,0,0,30020
France,Male,42,0,667,9,0,2,0,1,58137
France,Male,26,0,642,0,0,1,0,0,47473
Spain,Female,32,0,640,6,118879,2,1,1,19132
Spain,Male,35,0,529,5,0,2,1,1,187288
France,Female,39,0,563,5,0,2,1,1,17604
Spain,Female,38,0,593,4,88736,2,1,0,67020
Germany,Male,45,1,739,7,102704,1,0,1,147803
Spain,Female,70,0,788,1,0,2,1,1,41611
Spain,Female,38,0,684,3,0,2,1,0,44256
France,Male,55,0,482,5,97318,1,0,1,78416
Spain,Male,58,0,591,5,128469,1,0,1,137255
Germany,Female,41,0,651,4,133433,1,0,1,151303
Germany,Female,40,0,749,8,141783,2,0,0,86334
France,Male,24,0,583,9,135125,1,0,0,89802
Spain,Male,42,1,661,2,178821,1,0,0,29359
France,Female,31,0,715,2,112212,2,1,1,181601
Germany,Female,45,1,769,5,126675,1,1,0,124119
France,Female,51,1,625,7,136295,1,1,0,38867
France,Female,36,0,641,5,66393,1,1,0,31107
Germany,Male,27,0,716,1,122552,2,1,0,67611
France,Male,43,0,767,1,76409,2,1,0,77838
Germany,Male,36,0,745,8,145071,1,0,0,6078
France,Male,34,0,589,6,0,2,1,1,177897
France,Female,45,0,796,2,109730,1,1,1,123883
France,Male,57,0,664,6,0,2,1,1,15304
Spain,Male,62,1,445,1,64119,1,1,1,76570
Germany,Female,57,1,543,1,106138,2,1,1,120657
Spain,Male,36,0,746,2,0,2,1,1,16437
Germany,Male,33,0,742,0,181657,1,1,1,107668
France,Female,32,0,750,5,0,2,1,0,95611
France,Male,30,0,669,7,95129,1,0,0,19799
Spain,Female,49,0,594,2,126616,2,0,1,123215
Spain,Male,36,0,574,1,0,2,0,1,71709
Germany,Male,36,0,659,2,76190,2,1,1,149066
Germany,Male,40,1,750,5,168287,3,1,0,20452
Germany,Male,35,0,626,4,88110,1,1,1,32826
France,Male,42,0,620,4,0,2,1,0,6232
France,Female,35,0,580,8,0,2,0,1,10357
France,Female,34,0,686,3,123972,2,1,0,147795
France,Male,48,0,540,0,148116,1,0,0,116973
Germany,Male,35,0,634,6,116269,1,1,0,129965
Spain,Male,38,0,632,1,120599,1,1,0,92817
France,Female,41,0,501,3,144260,1,1,0,172115
Spain,Female,25,1,650,3,86606,3,1,0,16649
France,Male,34,0,786,9,0,2,1,0,144517
Germany,Female,37,0,554,4,58630,1,0,0,182039
Spain,Female,42,0,701,5,0,2,0,0,24211
France,Male,45,0,474,10,0,2,0,0,172176
France,Female,43,0,621,5,0,1,1,1,47578
Spain,Female,56,1,672,2,209767,2,1,1,150694
Spain,Female,42,1,459,6,129634,2,1,1,177683
France,Male,23,0,669,1,0,2,0,0,66089
France,Female,38,0,776,2,169824,1,1,0,169292
France,Male,36,0,694,3,97530,1,1,1,117140
France,Female,42,0,787,10,145989,2,1,1,79510
France,Male,37,0,580,9,0,2,0,1,77109
France,Female,25,0,711,7,0,3,1,1,9679
France,Female,40,0,673,5,137494,1,1,0,81754
France,Female,57,1,499,1,0,1,0,0,131372
France,Male,24,0,591,6,147360,1,1,1,25311
France,Female,25,0,769,10,0,2,0,0,187926
Spain,Male,31,0,657,3,125167,1,0,0,98820
Germany,Male,43,1,738,9,121152,2,1,0,64167
Germany,Female,60,1,545,7,128981,1,0,1,176924
France,Male,47,0,497,6,0,1,1,1,90055
Spain,Male,67,0,816,6,151859,1,1,1,72814
France,Male,36,0,525,2,114628,1,0,1,168290
France,Male,46,0,725,6,0,2,1,0,161767
France,Female,28,0,692,8,95059,2,1,0,44420
France,Female,24,0,618,7,128736,1,0,1,37148
France,Male,24,0,546,8,156325,1,1,1,125381
France,Male,29,0,635,7,105406,1,1,1,149854
France,Female,49,1,611,2,88915,3,0,0,161435
France,Male,60,0,650,8,0,2,1,1,102926
France,Male,40,0,606,5,0,2,1,1,70899
France,Male,18,0,844,2,160980,1,0,0,145936
Spain,Female,46,0,450,5,177620,1,1,0,54227
Spain,Male,38,0,727,2,62277,1,1,1,59281
Germany,Male,46,0,460,4,127560,2,1,1,126952
France,Male,41,0,649,0,0,2,0,1,130567
Germany,Female,47,0,758,9,95523,1,1,0,73294
France,Female,35,0,490,7,107749,1,1,1,3937
Germany,Male,37,0,815,2,110777,2,1,0,2384
Spain,Female,39,0,838,5,166734,2,1,0,14279
France,Male,31,0,803,9,157121,2,1,0,141301
Germany,Female,36,0,664,2,127161,2,1,0,78141
Spain,Female,28,0,736,2,0,2,1,1,117431
France,Female,37,0,633,9,156092,1,1,0,72009
France,Male,58,0,664,5,98668,1,1,1,60888
France,Female,43,0,600,5,134022,1,1,0,194765
France,Female,35,1,693,5,124151,1,1,0,88705
Germany,Female,36,1,663,6,77254,1,0,0,35818
Germany,Female,21,0,742,1,114292,1,1,0,31520
Germany,Male,43,1,710,2,140080,3,1,1,157908
Spain,Female,27,0,710,2,135278,1,1,0,142200
France,Female,82,0,700,2,0,2,0,1,182055
Germany,Male,60,1,720,9,115921,2,0,0,157552
Spain,Male,41,0,684,2,119783,2,0,0,120285
France,Female,63,1,531,1,114716,1,0,1,24507
Germany,Female,36,1,742,2,129749,2,0,0,47272
France,Male,31,0,717,4,129723,1,0,0,41177
France,Male,32,0,589,2,0,2,0,1,9469
France,Male,36,0,767,3,139180,1,0,0,123880
Germany,Male,49,1,636,6,113600,2,1,0,158887
France,Male,33,0,648,7,134944,1,1,1,117036
Germany,Female,58,1,622,7,116922,1,1,0,120416
Spain,Male,28,1,692,9,118945,1,0,0,16064
France,Male,28,0,754,8,0,2,1,1,52616
Spain,Female,35,0,679,8,119183,1,0,0,121210
France,Male,27,0,639,8,0,2,1,0,192247
France,Female,28,0,774,1,71264,2,0,1,68760
France,Male,41,0,517,2,0,2,0,1,75937
France,Female,35,0,571,8,0,2,0,0,84569
Germany,Male,58,1,747,7,116314,1,1,1,190696
Spain,Male,36,0,792,5,92140,1,0,1,67469
France,Male,26,0,688,1,0,2,1,1,104436
Germany,Male,42,0,714,2,177640,1,0,1,47167
Spain,Female,35,0,562,0,0,2,1,0,119900
Spain,Male,48,0,704,8,167998,1,1,1,173498
France,Male,36,0,698,2,82275,2,1,1,93249
France,Male,49,0,611,3,0,2,1,1,142918
Germany,Female,48,0,850,6,111963,1,1,0,111756
Germany,Female,34,0,743,1,131737,1,1,1,108543
France,Male,29,0,654,1,0,1,1,0,180345
Germany,Male,36,0,761,8,108239,2,0,0,99444
France,Female,46,0,702,9,98444,1,0,1,109563
Germany,Male,32,0,488,3,114540,1,1,0,92568
France,Female,35,0,683,6,187531,2,1,1,37976
Germany,Female,42,0,601,9,133636,1,0,1,103316
France,Male,52,0,605,7,0,2,1,1,173952
Germany,Female,44,0,671,0,84745,2,0,1,34674
Germany,Female,31,0,614,7,120599,2,1,1,46163
Spain,Female,29,0,511,9,0,2,0,1,140677
France,Male,39,0,850,4,127771,2,0,1,151739
Spain,Female,46,1,790,9,0,1,0,0,14680
France,Female,33,0,793,0,0,1,0,0,175544
France,Male,69,0,628,5,0,2,1,1,181965
Germany,Male,53,0,598,10,167773,1,1,1,136887
France,Female,37,0,657,6,95846,1,1,0,122218
France,Female,35,0,618,10,0,2,1,0,180440
Spain,Male,65,0,681,7,134715,2,0,1,190420
Spain,Female,33,0,516,3,0,2,1,1,58686
Germany,Male,28,1,421,8,122384,3,1,1,89017
France,Female,26,0,700,2,0,2,0,0,50051
France,Male,25,0,745,5,157993,2,1,0,146041
France,Male,29,0,696,8,0,2,1,0,191166
Germany,Female,42,1,580,2,123331,1,0,0,103516
Spain,Male,27,0,497,9,75263,1,1,1,164825
France,Female,43,0,720,6,137824,2,1,0,172558
Germany,Male,36,0,659,4,132579,2,1,0,84321
France,Female,36,0,841,5,156021,1,0,0,122663
Spain,Male,34,0,642,8,0,1,1,0,72085
Spain,Female,69,1,732,9,137453,1,0,1,110932
Spain,Male,36,0,600,4,0,2,1,0,143635
Germany,Male,33,0,464,8,164285,2,1,1,3710
France,Female,47,0,680,5,0,2,1,1,179843
Spain,Male,56,0,758,1,0,2,1,1,10643
Germany,Female,31,0,630,2,112373,2,1,1,131168
France,Female,39,0,577,10,0,2,1,0,10553
France,Female,34,0,684,6,0,2,1,1,130928
Spain,Female,41,0,708,5,0,1,0,1,157004
Germany,Female,29,0,732,1,154334,1,1,1,138528
Germany,Male,37,0,634,3,111433,2,1,1,167032
France,Female,30,0,633,6,0,2,0,0,41642
France,Male,34,0,559,2,137390,2,1,0,9677
Spain,Female,37,0,694,3,0,2,1,1,147012
Germany,Female,56,0,686,5,111642,1,1,1,80554
Spain,Female,48,1,553,3,0,1,0,1,30731
France,Male,36,0,507,4,83543,1,0,0,140134
Germany,Male,50,1,732,6,145339,1,0,0,91936
France,Female,31,0,818,1,186796,1,0,0,178253
Germany,Male,35,0,660,8,58641,1,0,1,198674
Spain,Female,41,1,773,5,0,1,1,0,28267
France,Male,44,0,640,3,137149,1,1,0,92381
France,Male,49,0,505,7,80001,1,0,0,135180
Germany,Male,21,0,714,6,86403,2,0,0,27331
France,Female,42,0,468,5,0,2,1,0,125305
Spain,Male,51,0,611,1,122875,1,1,1,149648
France,Male,25,0,705,0,97544,1,0,1,59887
Germany,Male,46,0,646,1,170827,2,1,0,45041
Germany,Female,48,1,667,1,97134,2,0,0,113317
Germany,Female,41,0,511,8,153896,1,1,1,39087
France,Female,43,0,653,6,0,2,1,1,7331
France,Female,57,0,675,8,0,2,0,1,95463
Spain,Male,32,0,523,4,0,2,1,0,167848
Germany,Female,49,1,567,5,134956,1,1,0,93954
Spain,Male,39,0,741,7,143638,2,0,1,174228
Spain,Male,32,0,456,9,147506,1,1,1,135399
France,Male,64,1,598,1,0,2,1,0,195635
France,Male,43,1,667,8,190227,1,1,0,97508
France,Female,32,1,548,2,172449,1,1,0,188084
France,Male,41,0,725,7,113980,1,1,1,116704
France,Male,53,0,717,6,0,2,0,1,97615
France,Male,38,0,594,4,0,2,0,0,186884
Germany,Female,25,0,678,10,76968,2,0,1,131502
France,Male,38,0,545,1,88293,2,1,1,24303
France,Female,48,1,636,1,170833,1,1,0,110510
Germany,Male,44,1,603,6,108122,2,1,0,108488
France,Male,36,0,435,4,0,1,1,1,197015
France,Female,40,0,535,8,0,1,1,1,27690
Germany,Female,45,1,629,7,129818,3,1,0,9218
France,Female,35,0,722,2,163944,2,1,1,15068
France,Male,28,0,561,7,0,2,1,0,7797
France,Female,38,0,645,5,101430,2,0,1,4400
France,Female,39,0,501,9,117302,1,0,0,182026
Germany,Female,32,0,502,1,173341,1,0,1,122764
Spain,Female,42,0,652,4,0,2,1,1,38152
France,Female,33,0,574,3,134349,1,1,0,63164
France,Female,45,0,518,9,105526,2,1,1,73418
France,Female,60,1,749,6,0,1,1,0,17979
France,Female,43,1,679,4,0,3,1,0,115137
France,Male,36,0,565,6,106192,1,1,0,149576
France,Female,45,1,643,4,45144,1,1,0,60917
France,Male,65,0,515,7,92114,1,1,1,142548
France,Male,25,0,521,7,0,2,1,1,157879
Spain,Male,38,0,739,0,128366,1,1,0,12796
France,Male,42,0,585,2,0,2,1,1,18658
Germany,Male,74,0,733,3,106546,1,1,1,134590
France,Female,43,0,542,8,145618,1,0,1,10351
Spain,Male,37,0,788,8,141541,1,0,0,66013
Germany,Male,32,0,435,2,57017,2,1,1,5907
France,Male,42,0,577,9,0,1,1,0,74078
France,Female,51,1,703,3,0,3,1,1,77295
Germany,Female,35,1,728,8,125885,2,1,0,54359
Germany,Male,32,0,728,5,61826,1,1,1,156125
France,Male,35,0,718,8,0,2,1,0,94821
France,Female,40,0,621,6,0,1,1,0,155155
France,Female,40,1,523,2,102967,1,1,0,128702
Germany,Male,25,0,657,2,171771,1,1,0,22746
Germany,Male,40,1,727,1,93052,2,1,0,71865
France,Male,36,0,643,7,161065,2,0,1,84295
France,Female,48,0,645,7,90612,1,1,1,149139
France,Male,28,0,568,5,145106,2,1,0,185489
France,Male,58,1,599,4,0,1,0,0,176407
France,Female,45,1,672,9,0,1,1,1,92028
France,Male,33,0,685,6,174913,1,1,1,43933
France,Female,46,1,516,1,104948,1,1,0,115789
Spain,Male,31,0,685,10,135214,1,1,1,125777
Spain,Male,25,0,806,7,0,2,1,0,18462
France,Male,36,0,604,6,116230,2,1,1,79633
Spain,Female,53,0,648,6,111201,1,1,1,121542
Spain,Female,32,0,545,4,0,1,1,0,94739
Germany,Male,27,0,756,1,131899,1,1,0,93302
France,Male,35,0,569,10,124526,1,1,1,193794
France,Male,47,0,596,6,0,1,1,0,74836
France,Male,39,1,475,6,0,1,1,1,57000
France,Female,45,0,646,3,47135,1,1,1,57236
Spain,Male,35,0,784,3,0,2,0,0,81484
Spain,Male,45,0,552,9,0,2,1,0,26753
France,Male,44,0,729,5,0,2,0,1,9201
Spain,Male,61,1,609,1,0,1,1,0,22448
France,Male,51,1,555,5,0,3,1,0,189123
Germany,Female,19,0,572,1,138657,1,1,1,16162
France,Female,34,0,785,9,70302,1,1,1,68600
Germany,Female,36,0,714,1,101609,2,1,1,448
Spain,Male,35,0,738,3,0,1,1,1,15651
Germany,Male,38,0,639,5,130171,1,1,1,149600
Germany,Male,61,0,520,8,133802,2,1,1,90304
France,Female,24,0,764,7,106234,1,0,0,115676
Spain,Male,39,0,661,6,132629,1,0,0,38813
Germany,Male,41,0,564,9,103523,2,1,1,34338
Germany,Female,42,0,708,8,192391,2,1,0,823
Spain,Male,36,1,512,1,0,1,0,1,135482
Spain,Male,37,0,592,9,0,3,1,1,10657
France,Female,38,0,619,3,0,2,0,1,116467
France,Male,52,1,775,8,109923,1,1,1,96823
Germany,Female,44,0,850,5,128605,1,0,1,171096
France,Female,37,0,577,4,0,1,1,1,79881
France,Female,37,0,724,10,68599,1,1,0,157863
Spain,Male,35,0,710,1,106519,1,1,1,127952
France,Female,31,0,696,8,0,2,0,0,191074
France,Female,46,1,376,6,0,1,1,0,157334
Germany,Female,29,0,675,8,121326,1,1,0,133458
France,Male,36,0,745,8,67226,1,1,0,130790
Spain,Female,25,0,697,5,82932,2,1,1,128374
Spain,Female,39,1,599,4,0,1,1,0,194273
France,Female,38,1,715,5,118590,1,1,1,5684
France,Male,67,0,659,4,145982,1,1,1,131043
France,Female,48,1,684,3,73309,1,0,0,21228
France,Female,48,0,635,8,130796,2,1,1,43250
Germany,Male,33,0,789,8,151608,1,1,0,4389
Germany,Female,66,0,571,9,111577,1,0,1,189272
Spain,Male,39,0,694,0,107043,1,1,1,102284
Spain,Female,42,1,665,2,156372,2,0,1,156775
France,Female,44,0,706,4,129606,1,0,0,69865
Spain,Female,43,0,807,0,0,2,0,1,85523
Spain,Female,67,0,771,8,0,2,1,1,51220
Spain,Male,27,0,531,8,132576,1,0,0,7223
France,Female,37,0,629,6,129101,1,1,1,23971
Germany,Female,31,0,850,1,108822,1,1,1,132173
Spain,Male,35,0,685,4,137949,1,1,0,113640
Spain,Male,32,0,642,7,100434,1,1,1,39769
Spain,Male,63,1,529,4,96134,3,1,0,108733
Germany,Female,43,1,683,4,115888,1,1,1,117349
France,Female,42,0,663,5,124626,1,1,1,78004
France,Female,34,0,563,6,139810,1,1,1,152418
Spain,Female,34,0,637,9,0,2,0,0,26057
France,Male,37,0,544,3,84497,1,0,0,79972
Germany,Male,70,0,649,9,116855,2,0,1,107126
France,Female,48,0,638,10,138333,1,1,1,47679
France,Male,25,0,723,3,0,2,1,1,134509
Germany,Male,43,0,635,5,78993,2,0,0,153265
Spain,Female,38,0,750,7,97257,2,0,1,179883
France,Male,34,0,730,5,122453,2,1,0,138883
Spain,Female,36,0,750,8,112940,1,0,1,9856
France,Female,43,1,586,8,132558,1,1,0,67047
France,Female,38,0,520,4,0,2,1,0,56389
France,Female,48,0,652,8,133297,1,1,0,77764
France,Female,46,0,550,7,0,2,1,0,130590
France,Male,27,0,594,0,197042,1,0,0,151912
Germany,Female,44,0,749,0,71498,2,0,0,151084
France,Male,32,0,668,7,0,2,1,1,777
Germany,Female,35,1,614,6,128100,1,0,0,69454
France,Male,25,0,773,1,124533,2,0,1,11724
Germany,Male,31,0,551,9,82294,2,1,1,91565
France,Male,36,0,566,1,142121,1,1,0,79616
Spain,Male,34,1,569,0,151839,1,1,0,102300
Spain,Male,31,0,659,7,149621,2,1,1,104534
France,Female,49,1,722,3,168198,1,1,0,140766
France,Male,37,0,655,5,93147,2,1,0,66214
France,Female,35,0,615,2,97440,2,1,1,139816
Germany,Female,42,0,752,3,65046,2,0,1,140139
Spain,Female,28,0,661,7,95357,1,0,0,102297
Spain,Male,43,0,838,9,123106,2,1,0,145766
Spain,Male,29,0,610,9,0,3,0,1,83912
Spain,Male,44,0,811,3,0,2,0,1,78440
Spain,Male,62,0,587,7,121286,1,0,1,6777
Germany,Female,28,0,811,4,167739,2,1,1,9903
France,Female,38,0,759,1,104091,1,0,0,91562
Germany,Female,42,0,648,8,121981,2,1,0,4027
France,Female,43,0,788,10,0,2,1,1,116112
Germany,Male,39,0,725,1,50881,2,1,1,184024
France,Female,42,1,646,3,175160,2,0,0,67124
Germany,Female,26,0,601,7,105515,2,1,0,50071
Germany,Male,52,1,521,5,116497,3,0,0,53793
Spain,Female,33,0,561,6,0,2,1,0,45261
France,Male,42,0,564,7,99824,1,1,1,36721
France,Male,45,1,444,6,0,1,1,0,130010
Spain,Male,71,0,650,0,0,1,1,1,175381
France,Male,40,1,724,10,0,1,1,0,127847
Spain,Male,35,0,719,3,122965,1,1,1,138232
France,Female,29,0,548,4,0,2,0,1,48673
Spain,Male,24,0,635,4,0,2,1,1,70669
Spain,Female,43,0,496,3,0,2,0,1,199506
France,Female,37,1,676,5,89635,1,1,1,169583
Germany,Male,40,0,541,7,95710,2,1,0,49063
Germany,Male,41,0,778,7,139706,1,1,0,63337
Germany,Female,45,1,850,5,103910,1,1,0,60083
France,Male,31,0,633,1,0,1,1,0,48607
France,Male,49,1,625,6,173435,1,1,0,165581
Spain,Male,32,0,485,6,102238,2,1,1,194010
France,Female,48,0,547,1,179381,2,0,1,69263
France,Male,32,0,642,3,0,2,1,1,88699
France,Female,25,0,718,4,108692,1,1,0,63031
France,Female,32,0,582,4,0,2,1,0,59669
France,Male,33,0,628,6,0,2,0,0,184230
Germany,Male,35,0,737,0,133378,1,0,1,64050
Spain,Male,34,0,828,9,0,2,1,1,81854
Spain,Male,53,0,609,10,0,1,1,1,154643
France,Male,39,0,730,1,116538,1,0,0,145680
France,Female,22,0,631,3,0,2,0,0,30782
Spain,Male,40,0,830,4,0,2,0,1,81623
France,Male,29,0,645,1,130131,2,0,1,196474
France,Male,46,0,663,3,0,2,0,1,176276
Spain,Male,30,0,678,0,0,1,1,0,35113
France,Male,30,0,521,2,107316,1,1,0,64300
France,Female,24,0,625,1,0,2,1,1,180970
France,Male,30,0,523,1,83181,1,1,1,138177
France,Female,72,0,714,3,0,1,1,1,86734
Spain,Male,67,0,580,3,153946,1,1,1,7419
France,Male,30,0,722,5,0,2,1,0,166377
Spain,Female,39,1,630,7,135483,1,1,0,140881
France,Male,35,0,579,1,0,2,1,0,4460
France,Female,38,0,670,4,119625,2,1,1,110472
Spain,Male,34,0,588,6,121132,2,1,0,86460
Spain,Female,42,1,807,1,0,1,1,0,16501
France,Female,48,1,726,4,0,1,1,0,114020
Germany,Male,25,0,812,5,54818,1,1,0,131660
Germany,Male,40,1,631,3,107949,1,1,0,52450
France,Male,30,0,682,4,0,1,0,1,161465
Spain,Female,49,0,625,2,80816,1,1,1,20019
Germany,Male,38,0,607,3,98206,1,1,0,176318
Spain,Female,50,0,600,6,94684,1,1,1,50489
Spain,Female,22,0,602,7,141605,1,1,0,30380
Spain,Female,74,0,545,3,0,2,1,1,161327
Spain,Male,33,0,675,3,0,2,1,0,45348
France,Female,47,1,581,1,122949,1,0,0,180252
Germany,Male,33,0,640,8,81677,2,0,0,34926
France,Male,38,0,850,7,80294,1,0,0,126556
Spain,Female,48,0,490,8,155413,1,1,0,187921
Spain,Female,38,0,710,4,0,2,1,1,136391
Germany,Male,38,1,613,9,67112,1,1,0,78567
France,Male,34,0,812,5,103818,1,1,1,166038
France,Female,20,0,723,4,0,2,1,1,140385
France,Male,36,1,512,4,152169,2,0,0,38629
France,Female,52,1,731,10,0,1,1,1,24999
Germany,Male,26,0,650,4,214347,2,1,0,128815
France,Male,57,1,594,6,0,1,1,0,19377
France,Male,40,1,844,7,113348,1,1,0,31904
Germany,Female,47,1,686,5,170936,1,1,0,173180
Germany,Male,52,0,695,8,103023,1,1,1,22486
Spain,Female,23,0,624,6,0,2,0,1,196669
Spain,Male,37,0,503,6,0,2,0,0,136507
France,Female,31,0,535,7,111855,2,1,1,36279
Germany,Female,32,0,743,6,140349,2,1,1,163254
Spain,Male,39,0,702,8,0,2,1,0,99654
France,Male,29,0,658,3,145513,1,1,0,20207
Germany,Female,41,0,677,8,146721,2,1,1,4196
France,Male,32,0,664,10,107210,1,1,1,112340
Germany,Female,38,0,766,7,130934,1,0,1,2036
